,MAC,timestamp,rssi,label,gateway
106,AC233FE05DF6,2022-01-07T15:12:48.222Z,-30.0,sala,AC233FC0C810
107,AC233F8C7BCC,2022-01-07T15:12:49.945Z,-40.0,sala,AC233FC0C810
108,AC233FE05DF6,2022-01-07T15:12:49.127Z,-30.0,sala,AC233FC0C810
109,AC233FE05DF6,2022-01-07T15:12:50.953Z,-27.0,sala,AC233FC0C810
110,AC233F8C7BCC,2022-01-07T15:12:54.482Z,-42.0,sala,AC233FC0C810
111,AC233FE05DF6,2022-01-07T15:12:53.690Z,-28.0,sala,AC233FC0C810
112,AC233F8C7BCC,2022-01-07T15:13:03.540Z,-39.0,sala,AC233FC0C810
113,AC233FE05DF6,2022-01-07T15:13:03.700Z,-30.0,sala,AC233FC0C810
114,AC233F8C7BCC,2022-01-07T15:13:05.362Z,-39.0,sala,AC233FC0C810
115,AC233FE05DF6,2022-01-07T15:13:06.449Z,-27.0,sala,AC233FC0C810
116,AC233F8C7BCC,2022-01-07T15:13:07.174Z,-42.0,sala,AC233FC0C810
117,AC233FE05DF6,2022-01-07T15:13:08.256Z,-27.0,sala,AC233FC0C810
118,AC233F8C7BCC,2022-01-07T15:13:08.985Z,-41.0,sala,AC233FC0C810
119,AC233F8C7BCC,2022-01-07T15:13:11.704Z,-48.0,sala,AC233FC0C810
120,AC233FE05DF6,2022-01-07T15:13:11.898Z,-30.0,sala,AC233FC0C810
121,AC233F8C7BCC,2022-01-07T15:13:14.425Z,-49.0,sala,AC233FC0C810
122,AC233FE05DF6,2022-01-07T15:13:13.721Z,-30.0,sala,AC233FC0C810
123,AC233F8C7BCC,2022-01-07T15:13:16.245Z,-39.0,sala,AC233FC0C810
124,AC233FE05DF6,2022-01-07T15:13:16.449Z,-30.0,sala,AC233FC0C810
125,AC233F8C7BCC,2022-01-07T15:13:18.058Z,-39.0,sala,AC233FC0C810
126,AC233FE05DF6,2022-01-07T15:13:18.280Z,-30.0,sala,AC233FC0C810
127,AC233F8C7BCC,2022-01-07T15:13:18.963Z,-39.0,sala,AC233FC0C810
128,AC233FE05DF6,2022-01-07T15:13:20.094Z,-30.0,sala,AC233FC0C810
129,AC233F8C7BCC,2022-01-07T15:13:21.683Z,-42.0,sala,AC233FC0C810
130,AC233FE05DF6,2022-01-07T15:13:21.915Z,-27.0,sala,AC233FC0C810
131,AC233F8C7BCC,2022-01-07T15:13:24.403Z,-41.0,sala,AC233FC0C810
132,AC233FE05DF6,2022-01-07T15:13:23.742Z,-27.0,sala,AC233FC0C810
133,AC233F8C7BCC,2022-01-07T15:13:26.219Z,-49.0,sala,AC233FC0C810
134,AC233FE05DF6,2022-01-07T15:13:25.568Z,-30.0,sala,AC233FC0C810
135,AC233F8C7BCC,2022-01-07T15:13:28.037Z,-48.0,sala,AC233FC0C810
136,AC233FE05DF6,2022-01-07T15:13:27.392Z,-30.0,sala,AC233FC0C810
